Probesets	age1_A	age1_B	age2_A	age2_B
211462_s_at	39.5	29.2	155.8	148
211463_at	111.7	152	226.6	16.7
211464_x_at	177.9	68.2	86.7	280.6
211465_x_at	631.1	869.4	981	1232.6
211466_at	85.7	10.4	15.8	19.2
211467_s_at	765.7	425.8	380.5	333.2
211468_s_at	26.2	28.8	14.1	32
211469_s_at	217.4	80.4	115.8	87.7
211470_s_at	15.7	149	79	38.5
211471_s_at	104.2	176.1	144.2	405.5
211472_at	127.8	215	255.2	125.4
211473_s_at	98.7	36.5	51.6	41.6
211474_s_at	2447.4	2689.7	2380.1	2337.8
211475_s_at	3116.5	3518.7	3216.7	3000.6
211476_at	591.7	373.9	459.4	511.8
211478_s_at	130.2	55.6	13.7	21.2
211479_s_at	97.7	107.7	270.8	185.9
211480_s_at	25.9	193.1	49	125.1
211481_at	94.2	140.7	350.6	77.4
211483_x_at	654.2	754.5	727.6	713.1
211484_s_at	213.1	98.1	140.9	167.6
211485_s_at	123.7	34.5	18	38.1
211486_s_at	27.5	27.1	38.2	56.7
211487_x_at	14740	22361.8	17181.1	14063.6
211488_s_at	195.7	172.1	384.7	183
211489_at	46.1	286.9	563.4	34
211490_at	55.7	14.7	44.5	30.7
211491_at	193.5	55.5	101.7	210
211492_s_at	45.7	40.7	284.6	249.9
211493_x_at	612	364.5	429	617.7
211494_s_at	389.1	63.9	298.6	280.7
211495_x_at	85.7	118	29.4	272.2
211496_s_at	58.7	6	168.8	23.7
211497_x_at	459.7	106	352.2	452.5
211498_s_at	43.4	61.9	48.7	39.4
211499_s_at	378.8	359.6	360.9	563
211500_at	27.6	35.8	39	29.7
211501_s_at	580.7	618.6	592.1	481.2
211502_s_at	179.9	263.7	66.7	256.4
211503_s_at	1151	1114.1	791.2	1211.2
211504_x_at	804.7	926.4	644.9	935.2
211505_s_at	399.6	864.5	657.8	500.1
211506_s_at	57.7	25.9	72.4	114.8
211507_s_at	190.2	100.5	336.7	106.4
211508_s_at	156.2	21.7	225.7	40.4
211509_s_at	16898.4	19233	17453.6	13924.7
211510_s_at	194.8	59.4	227	90.6
211512_s_at	150.2	159	186.7	308.7
211513_s_at	42.8	26.2	54	25.7
211514_at	51.7	29.7	323.7	212.7
211515_s_at	322.8	308.6	505.1	189.6
211516_at	457.8	167.7	314.4	136.1
211517_s_at	23.1	6.5	34.7	8.5
211518_s_at	29.1	25.7	25.5	31
211519_s_at	487.8	331	390.6	274.8
211520_s_at	10	73.1	12.6	14.7
211521_s_at	502.2	302.6	385.2	413.6
211522_s_at	115.2	86	202	129.5
211523_at	185	19	66.8	62
211524_at	224.7	40.1	205	28.2
211525_s_at	215.7	4.7	147	179.6
211526_s_at	80	46.7	126.2	26.1
211527_x_at	380.9	273.2	293.8	452.4
211528_x_at	2515.4	3045.5	2645.7	1958.9
211529_x_at	1248.9	2834.4	1684.2	1570.5
211530_x_at	682.7	1102.6	943.6	774.1
211531_x_at	904	202.7	789.1	544.7
211532_x_at	32.7	20.8	38.1	37.7
211533_at	19.1	116.6	43.7	44.5
211534_x_at	553.8	80.8	88.5	87.6
211535_s_at	263.4	399.5	365.2	464.2
211536_x_at	504.7	566.7	571.7	449.7
211537_x_at	420.9	357.5	427.5	423.1
211538_s_at	5049.7	3118.4	2462.9	5159.5
211540_s_at	57.9	7.5	54.2	186
211541_s_at	156.6	191.9	102.5	114.1
211542_x_at	40268.1	46110.6	52541.5	35158.4
211543_s_at	30.5	240.7	61.6	57.7
211544_s_at	332.4	195.7	82.4	94.5
211545_at	112.1	33.5	108.4	246.7
211546_x_at	261.7	157	326	459
211547_s_at	506.7	287.7	767.7	436.1
211548_s_at	47.5	88.4	31.9	102.2
211549_s_at	26.5	12	39.4	32.7
211550_at	72.1	33.7	60.7	25.7
211551_at	407.2	268.1	404.4	342
211552_s_at	771.4	511.2	108.6	266.9
211553_x_at	204.7	154.5	150.5	93.9
211554_s_at	399.5	261.5	265.8	148.9
211555_s_at	310.2	194.5	359.1	303.2
211556_at	50.6	49.2	62.7	18.8
211557_x_at	170.6	80.5	164.1	59.1
211558_s_at	1212.1	1332	1333.2	882.7
211559_s_at	343.5	355	233.2	524.7
211560_s_at	30.6	45.1	44.8	82.6
211561_x_at	650.7	396.2	552.1	785.7
211562_s_at	263.7	225.6	486.1	356.7
211563_s_at	483.7	672.4	391.8	490.5
211564_s_at	191.9	62.7	88.4	34.6
211565_at	30.1	53.1	71.5	67.7
211566_x_at	387.7	834.6	390.7	604.1
211567_at	143.7	69.9	325.6	115.6
211568_at	103.4	11.7	18.7	18.1
211569_s_at	2619.2	2454.4	2508.7	2256.8
211570_s_at	468.7	319.2	400.8	316.1
211571_s_at	15.7	36.8	23.9	36.9
211572_s_at	259.8	210	125.7	236
211573_x_at	69.8	102.7	52.7	245.2
211574_s_at	86	37.9	40.2	37.2
211575_s_at	1429.6	2232.7	887.8	1452.1
211576_s_at	119.9	42.4	339.5	98.9
211577_s_at	207.8	137.7	262.9	299.1
211578_s_at	15.4	95.8	162.2	200.2
211579_at	163.2	105.8	30.9	105
211580_s_at	222.1	25.4	212.8	231.5
211581_x_at	152	59.2	76.2	134.6
211582_x_at	79.5	81.7	72.2	72.6
211583_x_at	86.7	52.9	77.2	91.6
211584_s_at	208.8	37.6	177.2	194.5
211585_at	303.4	18.7	63.2	103.9
211586_s_at	80	47.6	79.7	24.1
211587_x_at	194.6	118.6	335.2	171.7
211588_s_at	34.8	34.5	57.7	48.8
211589_at	71.8	192.4	280.7	91.7
211590_x_at	790.7	476.5	392.6	541.5
211591_s_at	43.7	15.1	53.6	25.9
211592_s_at	20.9	11.7	148	12.5
211593_s_at	1485.2	1879.9	1150.7	1383.2
211594_s_at	571	300	338.2	344.1
211595_s_at	910.1	631.5	829.7	509.7
211596_s_at	645.5	1310.1	678.8	756.5
211597_s_at	452.5	537.4	680.5	467.2
211598_x_at	263.2	28.8	71.8	246.7
211599_x_at	546.6	598.2	673.5	593.7
211600_at	30637.7	23530.8	29146	27678.2
211601_at	20	33.7	72.7	6.1
211602_s_at	135.2	111.4	13.7	177.8
211603_s_at	29.9	82.2	68	37.2
211604_x_at	16.9	19.1	18.7	19.4
211605_s_at	47.4	26.7	179.5	41
211606_at	30.8	158.9	204.6	105.1
211607_x_at	36.7	76.6	57.8	68.1
211608_at	75.8	218.7	84.7	44.5
211609_x_at	5318.4	4714.5	3937	3973.7
211610_at	37.1	160.2	283.9	450.9
211611_s_at	32	88.4	42.8	37.2
211612_s_at	480.5	555.1	514.7	459.2
211613_s_at	277.8	240.8	215.7	18.1
211614_at	55.6	29.9	48.7	27.2
211615_s_at	1589.6	2082	1310.8	1543.1
211616_s_at	49.6	167.2	217.6	164.7
211617_at	215.7	16.2	14.7	16
211618_s_at	20.9	21.6	134.6	11.6
211619_s_at	12.7	20.5	37.7	28
211620_x_at	23.4	21.8	285.7	226.6
211621_at	509.6	346.7	325.4	343.1
211622_s_at	89.6	57.9	140	80.7
211623_s_at	1531.6	1682.2	1758.7	1641
211624_s_at	156.5	75.4	313.4	107.4
211625_s_at	5.8	10.9	53.2	15.1
211626_x_at	17.2	239.7	238.4	317.7
211627_x_at	198.1	13.9	8.7	65.1
211628_x_at	9991.7	17913.6	11920.1	9970.2
211630_s_at	530.5	485.7	632.7	476.7
211631_x_at	144.5	186.7	222.2	253.7
211632_at	20.4	18.7	189.4	63.4
211633_x_at	37.5	14.1	24.9	18.8
211634_x_at	276.1	179.7	169.5	461.6
211635_x_at	339	149.6	113.6	349.6
211636_at	11.7	14.6	14.9	12.4
211637_x_at	21.9	24.6	34.4	25.7
211638_at	26.5	7.4	8.4	27.7
211639_x_at	60.7	28.4	40.6	71.1
211640_x_at	44.4	27.1	21.6	21.7
211641_x_at	155.2	170.7	255.6	258.6
211642_at	97.2	16.1	24.5	13.9
211643_x_at	61.8	46.1	362.6	56.2
211644_x_at	55.2	56.7	46.1	42.4
211645_x_at	54.5	58.8	54.4	38.2
211646_at	7.8	154.1	213.5	6.5
211647_x_at	169.1	64.9	40.7	329.6
211648_at	21.9	45.4	32.6	126.8
211649_x_at	48.4	64	117.1	78.8
211650_x_at	21.7	21.2	28.7	27.9
211651_s_at	224.9	179.7	162.9	384.7
211652_s_at	516.7	140.6	619.9	634.1
211653_x_at	2455.6	1464.4	1062.2	1939.7
211654_x_at	176.7	308.5	221.1	426.1
211655_at	23.5	8.6	72	12.7
211656_x_at	257	221.9	486.7	380
211657_at	257.6	185	407.2	511.4
211658_at	1005.2	1115	1349.8	1164.9
211659_at	53.7	16.4	83	61.5
211660_at	94	61.6	387.1	126
211661_x_at	615	631	768.7	618
211662_s_at	12027.7	13299.8	11363.1	13020.7
211663_x_at	834.7	616.7	686.1	726
211665_s_at	938.8	529.7	640.8	638.2
211666_x_at	1902.4	1994.7	2071.8	2604.4
211667_x_at	49.1	161.9	232.1	178.7
211668_s_at	164.9	291.7	168.2	511.4
211670_x_at	69.2	330.9	300.2	66.1
211671_s_at	1288	1217.9	1243.9	858.1
211672_s_at	214.7	325.5	266.9	231.4
211673_s_at	327.1	128.7	182.5	233.7
211674_x_at	12.4	20	68.6	17.7
211675_s_at	2054.9	1509	1506.6	1571.7
211676_s_at	657.8	764.9	675	542.7
211677_x_at	200.7	366.5	488.7	103.1
211678_s_at	1027.5	1849.8	684.5	1110.7
211679_x_at	618	80.4	527.6	164.8
211680_at	118.2	101	377.7	21.5
211681_s_at	926.6	538.6	436.5	498
211682_x_at	31.8	27.7	47.7	52.2
211684_s_at	1188.2	1220.1	811.5	1132.8
211685_s_at	269.7	313.6	398.7	406.2
211686_s_at	708.6	694.2	1039.8	903.2
211687_x_at	27.5	34.5	98.4	34.7
211688_x_at	48.7	53.2	49.6	127.7
211689_s_at	35	59.2	74.5	31.9
211690_at	57	334.7	348.7	234.8
211691_x_at	563.9	455.9	589.6	231.7
211692_s_at	210.7	364.1	268.9	241.7
211693_at	218.4	165	103.9	257
211694_at	14.7	21.6	31.7	23.8
211695_x_at	267.6	204.4	132.4	265.2
211696_x_at	23080.4	27460.7	26073.9	57009.5
211697_x_at	1071.9	648.4	831.7	1028.8
211698_at	697	1076.7	530.4	623.7
211699_x_at	13698	16840.6	11614.2	42877.6
211700_s_at	34.2	22.6	126.7	13.7
211701_s_at	363.1	108.4	541.9	234
211702_s_at	224.5	485.4	325.2	360.5
211703_s_at	723.7	395.9	642.8	706.8
211704_s_at	31.4	286.9	22	85
211705_s_at	30.4	41.8	48.5	117.7
211706_s_at	18.5	51.2	11.5	8
211707_s_at	347.7	220.6	106.8	280
211708_s_at	31.7	59.2	83.1	40.1
211709_s_at	72.7	50.7	35.2	309.4
211710_x_at	23817.8	21365.8	27861.6	17228.8
211711_s_at	54.7	67.1	107.5	274.7
211712_s_at	51.9	39.4	50.6	89.7
211713_x_at	601.7	410.5	504.4	517.8
211714_x_at	2752.1	2626.5	2126.8	2824.6
211715_s_at	376.7	353	491	354.9
211716_x_at	575.7	898.5	1000.9	783
211717_at	498.7	67.7	516	584.4
211718_at	52.1	218.6	38.1	150.7
211719_x_at	676.4	765.7	578.6	1274.4
211720_x_at	33118.1	34890.1	32490	21213.7
211721_s_at	7.2	54	31.5	6
211722_s_at	33.6	123	176	24.6
211724_x_at	1064.1	1244.8	1120.1	1268.5
211725_s_at	237.2	48.2	62.6	145.2
211726_s_at	1140.5	1376.2	2320.2	2091.5
211727_s_at	2148.5	2511	1775.2	2039.7
211728_s_at	33.1	38.7	33.2	52.1
211729_x_at	1210.6	1102.2	1769.2	1117.9
211730_s_at	5170	6148.2	3915.4	5297.4
211731_x_at	139.6	33.1	42.8	209.8
211732_x_at	177.8	52.7	16.6	24.4
211733_x_at	1227.1	1821.7	1236.2	971.9
211734_s_at	261.7	112.4	169	237.5
211735_x_at	38.2	33	47.7	26.6
211736_at	15.2	30.1	14.2	65.2
211737_x_at	145.7	184.9	169.4	116.4
211738_x_at	149.6	230	273.6	309.7
211739_x_at	11.1	11.4	19.1	14.1
211740_at	131.9	97.9	154.9	84.4
211741_x_at	206	449	267.9	170.9
211742_s_at	273.4	241.5	272.7	262.4
211743_s_at	40.5	55.7	72.9	108.2
211744_s_at	88.7	140.2	137.7	161.8
211745_x_at	21493.7	22731.1	16552	56141.2
211746_x_at	6485.2	6300.8	6446.1	6063
211747_s_at	845.6	1151.9	541.6	727
211748_x_at	2982.8	1493.8	1105.8	2743.2
211749_s_at	1363.9	1850.4	1232.7	2131.4
211750_x_at	6831.9	6099.5	2889.2	5892.6
211751_at	3400.1	88.7	3389.7	223.4
211752_s_at	6430.7	5407.9	5269.1	3687.9
211753_s_at	95	416.9	306.1	337.4
211754_s_at	169.8	135.2	69.8	27.8
211755_s_at	10427.9	13012.6	11679.9	9015.9
211756_at	263.6	5.7	36.7	140.7
211758_x_at	870.1	722.5	735.2	977.4
211759_x_at	1194.4	1096.7	770.7	1040.6
211760_s_at	304.4	140.8	52	206.5
211761_s_at	2281.8	1630.4	1696.5	2243.6
211762_s_at	214.4	215.5	207.1	463.6
211763_s_at	2121.1	2832.1	2428.7	3065.7
211764_s_at	4680.7	4260.7	4172	2322.1
211765_x_at	4263.9	3711.1	2558.7	4320.7
211766_s_at	126.7	16.1	32.6	9.1
211767_at	37.1	31.2	56.7	23.7
211768_at	364.7	383	495.1	321.9
211769_x_at	2788.6	1667.6	1980.9	3393.7
211771_s_at	89.8	24.9	16.5	65.7
211772_x_at	59.6	51.4	60.1	31.9
211773_s_at	361.7	267.4	358.5	899
211774_s_at	408.7	198.1	389.9	273.9
211775_x_at	45	59.7	192.1	104
211776_s_at	308.7	134.7	111.2	276.2
211778_s_at	319.9	168.7	296.5	259.5
211779_x_at	752.7	491.4	602.4	597.5
211780_x_at	939.2	1207.2	893.4	741.6
211781_x_at	57.4	53.5	38.5	124.7
211782_at	20.5	17.6	58.4	84.1
211783_s_at	396.2	354.7	316.9	347.2
211784_s_at	914.4	1055.5	870.6	854.2
211786_at	84.7	239.2	241.4	214.1
211787_s_at	1246.7	1373.8	876.2	1564.4
211788_s_at	17.5	17	14.7	13
211789_s_at	42.6	112.5	28.6	32.8
211790_s_at	44.4	9.7	59.1	19.7
211791_s_at	132.2	54.4	191.7	149.7
211792_s_at	267.5	244.4	258.2	226.7
211793_s_at	128.4	87.9	570.7	198.8
211794_at	40.5	54.1	35.8	25.7
211795_s_at	127	15.7	127.5	108.7
211796_s_at	24.5	37.6	17.7	17.7
211797_s_at	767.4	296.4	846.7	307.2
211798_x_at	67.2	110	112.1	83
211799_x_at	423.5	617.1	323.7	170.4
211800_s_at	886.5	720.2	662.2	1057.5
211801_x_at	480.7	399.6	381.7	810.7
211802_x_at	94.7	53.5	96	62.4
211803_at	144.7	47.2	193.7	35.5
211804_s_at	54.8	49.5	29.9	59.7
211805_s_at	68.1	18.9	111.8	225.1
211806_s_at	535.6	320.8	330.7	502.2
211807_x_at	491.9	608.1	234.7	438.4
211808_s_at	57.9	50.5	192.1	241.2
211809_x_at	297.5	314.4	188.1	25.2
211810_s_at	480.2	410.8	456.7	450.4
211811_s_at	210	170.1	228.2	11.1
211812_s_at	137	23.2	138.9	21.5
211813_x_at	3054	3667	2785.6	3878
211814_s_at	227.6	95.7	95.7	122.7
211815_s_at	469.9	257.9	297.4	424.2
211816_x_at	217.9	111.2	449.6	47.6
211817_s_at	69.7	29.6	161.7	285.9
211818_s_at	128.7	413.7	352.2	273.7
211819_s_at	343.4	192.9	391	328.7
211820_x_at	95.2	40.4	52	157.1
211821_x_at	33.5	57.1	320.6	26.9
211822_s_at	116.4	30.2	63.7	116.7
211823_s_at	21.9	153.2	91.6	81.2
211824_x_at	255.7	122.5	230.9	334.7
211825_s_at	169.5	38.1	170.6	719.7
211826_s_at	302	253.1	472.6	524.2
211827_s_at	86.7	49.8	89.6	38.8
211828_s_at	484.5	468.1	422.9	172.5
211829_s_at	68.6	167.8	204.1	121.7
211830_s_at	62	47.2	70.5	122.2
211831_s_at	369.2	57.4	63.8	71.7
211832_s_at	55.9	13.9	112.7	60.8
211833_s_at	10.7	20.6	12.7	19.2
211834_s_at	167.7	154.6	248.2	165.5
211835_at	32.4	37.6	47.9	21.7
211836_s_at	202.7	288.7	290.1	309
211837_s_at	147	148.7	119.7	144.5
211838_x_at	288.9	273	235.6	233.6
211839_s_at	42.7	34.7	62.9	75.8
211840_s_at	25.6	15.7	18.4	18.9
211841_s_at	50	12.8	35.2	25.7
211842_s_at	60	21.9	96.9	33.2
211843_x_at	92.7	140.8	72.8	81.6
211844_s_at	17.7	40.8	15.7	20.7
211845_at	43.9	19	53.1	17.4
211846_s_at	59.4	236	300.6	68.6
211848_s_at	41.4	36.1	32.1	31.2
211849_s_at	70.2	63.8	322.2	63.7
211851_x_at	180.9	166.8	138.6	539.1
211852_s_at	666	353.9	704.7	395.2
211855_s_at	37.4	22.8	224.2	32.4
211856_x_at	125	24.7	39.2	295.2
211858_x_at	17376.7	8599.2	15140.2	9806.6
211861_x_at	351.1	70.5	150.8	182.7
211862_x_at	1148.5	899.2	1009.9	996.5
211863_x_at	176.2	342.6	351.7	513.8
211864_s_at	13.7	153.7	165.2	153.1
211865_s_at	31.7	75.9	57.4	44.2
211866_x_at	92.7	268.4	620.2	339.2
211867_s_at	268.4	35.5	192.2	37.2
211868_x_at	92	58.7	130.9	185.4
211869_at	28.7	18.8	36.4	100.9
211870_s_at	74	28.7	37.2	119.7
211871_x_at	273.6	30.2	57.4	66.6
211872_s_at	33.6	36.8	106.1	47.9
211873_s_at	87.4	19.7	59	102.1
211874_s_at	646.8	367.6	652.7	634.7
211875_x_at	37.6	48.7	55.9	58.8
211876_x_at	19.4	40.6	17.6	32.4
211877_s_at	8	14.5	26.7	24.4
211878_at	98.7	29.7	26.6	27.1
211879_x_at	111.8	166.7	63.4	80.2
211880_x_at	302	355.6	340.6	322.7
211881_x_at	261.2	41.7	293	336.1
211882_x_at	20.7	26	22.4	133.1
211883_x_at	369.7	355.6	196	568.1
211884_s_at	272.1	129.7	49.2	314.1
211885_x_at	416.8	64.8	73.2	55.5
211886_s_at	327	328.5	404.5	401.7
211887_x_at	40.8	26.2	43.4	111
211888_x_at	333.9	119	487.1	110.6
211889_x_at	16.7	126.9	176.1	29.4
211890_x_at	9451.6	8552.9	11008.9	7572.9
211891_s_at	306.6	265.8	600.7	529.7
211892_s_at	54.7	23.1	132.4	49.2
211893_x_at	217.1	317.5	231	185
211894_x_at	358.8	342.9	417.8	429.1
211896_s_at	1938.7	1695.9	1050.9	2156
211897_s_at	57.6	61.7	166	339.5
211898_s_at	278.4	82.1	325.7	73.8
211899_s_at	32.4	38.8	399	30
211900_x_at	459.7	400.8	149.4	105.2
211901_s_at	45.5	10.8	66.2	20.2
211902_x_at	131.1	217	215	291.7
211903_s_at	106.7	17.4	104.9	18.8
211904_x_at	124.7	105.4	236.1	132.8
211905_s_at	260.9	183.7	226.7	134.4
211906_s_at	7.8	5.1	88.4	163
211907_s_at	34.5	31.1	262.7	29.7
211908_x_at	507.2	166.5	22.1	142.5
211909_x_at	13.1	13.1	165.4	11.6
211910_at	99.8	115.2	101.5	71.7
211911_x_at	2601.9	3766.4	3094.1	3124.8
211912_at	227.9	57.9	164.9	335.7
211913_s_at	189.7	176.2	189.4	147.2
211914_x_at	68.2	50.4	15.7	82.7
211915_s_at	18.8	14.4	49.7	19.6
211916_s_at	355.7	232.4	563.1	245.1
211917_s_at	251.8	123.1	91.7	137.2
211918_x_at	920	223.7	882.6	654
211919_s_at	446.6	472.6	161.8	597.8
211920_at	147.2	61.4	71.7	47.2
211921_x_at	626.6	954.7	169	947.8
211922_s_at	832	444.7	982.4	908.6
211923_s_at	46.1	45.9	386	218.5
211924_s_at	179.5	221.7	443.7	158
211925_s_at	42.4	11.1	187.1	69
211926_s_at	522.4	156.7	896.7	648.4
211927_x_at	48001.7	48296.6	49671.8	36676.9
211928_at	1524	1007.1	1289.4	1270.9
211929_at	804.4	921.6	840.7	719.4
211930_at	430.7	480.7	563.9	321.6
211931_s_at	667	487.7	727.5	526.2
211932_at	343.7	413.7	335.7	370.2
211933_s_at	695.4	852.6	564.9	843.6
211934_x_at	547.5	306.2	450.1	462.2
211935_at	64.2	510.5	263.7	299.2
211936_at	2243.7	2555.1	1418.6	2493.7
211937_at	10589.7	3079	10828.7	6942.8
211938_at	3970.5	5689.7	5190.6	3942.2
211939_x_at	12100.5	11998	15905.5	12790.1
211940_x_at	8635.5	8188.7	7552.7	7809.4
211941_s_at	4680.1	5302.7	4664.4	3542.1
211942_x_at	25929.7	24371.6	33033.9	17172.9
211943_x_at	46430.7	44094.2	47353.2	43852.9
211944_at	538.8	202.8	478.8	414
211945_s_at	4159.4	4020.2	3870.5	4877.4
211946_s_at	958.2	1176.1	1067.2	832.9
211947_s_at	40.7	57.5	27.2	45.7
211948_x_at	769.9	539.7	519.7	551.1
211949_s_at	428.4	257	222.9	303.9
211950_at	1251.9	2224.5	1260.7	1214.1
211951_at	827.6	1329.2	883.8	1143.6
211952_at	489.5	548.4	576.7	554.1
211953_s_at	1090.7	879.8	1037.7	906.6
211954_s_at	2297.6	2709.7	2908.8	1714.8
211955_at	1220.9	1384.2	1400.9	947.1
211956_s_at	26584.8	32596.1	25119.9	28175.7
211958_at	763.4	844.9	980.9	944.7
211959_at	11588.6	9287.1	10275.5	10310.5
211960_s_at	624.7	1038	499.6	1085.2
211961_s_at	2764.6	3854.2	2385.1	2676.1
211962_s_at	384.6	424.8	414	626.7
211963_s_at	623	699.4	571.6	776.7
211964_at	1009.5	886.6	1064.5	3165.1
211965_at	55.7	43.6	26.9	22
211966_at	283.5	296.1	403.4	1185.1
211967_at	329.8	443.2	312.7	339.2
211968_s_at	4520.6	3540.4	3422.4	5620.2
211969_at	4176.6	3548.1	3282.8	5096.6
211970_x_at	2939	5271.4	2559.5	4211.1
211971_s_at	3327.6	4266.5	2796.1	2749.9
211972_x_at	25824.5	27494.8	26810.4	19903
211973_at	1346.4	284.8	1055	1408.5
211974_x_at	1311.7	1579.5	1352.8	1416
211975_at	1283.4	1969	1466.4	1287.9
211976_at	2420.7	4076.5	3488.2	2521.1
211977_at	360.1	448.6	509.2	409.1
211978_x_at	5100.6	4366	2413.6	5127.1
211979_at	344.6	225.1	329	277.9
211980_at	913.8	698.6	564.9	3829.9
211981_at	104.2	88.9	114.7	2084.1
211982_x_at	443.2	691.4	346.6	707.1
211983_x_at	3534.2	4479.1	4127.7	4905.8
211984_at	6821.5	5532.8	7276.7	6345.6
211985_s_at	3905.7	3826.4	4464.7	3430
211986_at	2543.6	2525.7	3353.2	2706
211987_at	939.2	1218.8	626.7	998.2
211988_at	939.2	777.7	1193.8	899.4
211989_at	442.2	360.4	473	187.8
211990_at	1064	994.9	804.8	1614.8
211991_s_at	200.7	203.5	329.5	387.6
211992_at	2271.5	2080.9	1885.2	2761.1
211993_at	642.9	88.6	363.4	404.6
211994_at	2323.7	3277.2	1549.5	3462.4
211995_x_at	3327.2	7223.6	4584.6	4530.7
211996_s_at	798.7	542.9	722.4	489.7
211997_x_at	6090.5	4342	5735.6	6066
211998_at	1254.6	581.2	949.7	789.9
211999_at	5587.8	3435.4	3667.7	4500.7
212000_at	109.8	55.2	25.6	18.5
212001_at	593.9	660.8	512.1	515.2
212002_at	895.8	680.7	1045.8	667.7
212003_at	408.4	344.8	47.7	36.2
212004_at	1459.4	905.4	930.7	1619.2
212005_at	785.2	554.5	554.1	510.7
212006_at	909.7	1041	746.5	668.7
212007_at	1485.7	815.2	1401.5	1280.4
212008_at	923	767	792.5	718.2
212009_s_at	371	297	51.2	85.9
212010_s_at	2364.9	3361	2281.7	2808.7
212012_at	345.7	390.4	197.9	679.7
212013_at	111	60.8	17.7	120.7
212014_x_at	326.5	241	399.7	563.1
212015_x_at	403.6	339.9	278.7	369.7
212016_s_at	240.7	279.4	278.7	356.2
212017_at	1656.9	969	1395.1	1455.7
212018_s_at	1062.9	1025.8	1343.8	847.1
212019_at	100	133.2	75.7	240
212020_s_at	66.4	167.4	240	152
212021_s_at	326.6	52.8	49.9	204.8
212022_s_at	404.7	95	125.8	93.6
212023_s_at	328.5	136.7	44.4	138.7
212024_x_at	1696.8	3801.1	2251.4	2223.2
212025_s_at	1264.4	2124.2	1950.7	1092.7
212026_s_at	20.2	33	25.2	16.7
212027_at	414.4	201.5	202.1	332.9
212028_at	436.7	648.2	1032.6	890.4
212029_s_at	16.7	16	70.7	22
212030_at	492.6	243.1	493.2	354.5
212031_at	502.9	523.8	488.5	550.7
212032_s_at	926.5	1507.2	881	921.9
212033_at	1098.8	1208.5	1320.4	988.9
212034_s_at	776.9	693	732.4	542.4
212035_s_at	389.4	292.9	367.1	135.8
212036_s_at	722.4	538.1	692.4	719
212037_at	214.9	156.1	147.4	177.5
212038_s_at	8661.1	10409.7	6745.7	6761.7
212039_x_at	2076.4	3037.4	2562.7	3709.1
212040_at	166.8	210.1	149.6	337.9
212041_at	2188.1	2590.9	2946.8	2764.4
212042_x_at	12532.9	16303.7	13597.2	12039
212043_at	949	1342.7	723.8	1227
212044_s_at	590.6	750.2	869.2	607.8
212045_at	502	478.7	765.7	191.5
212046_x_at	48.2	73.8	304.7	62
212047_s_at	406	839.6	70.4	474.7
212048_s_at	495.7	518.4	209	636.5
212049_at	367.8	539.8	310.5	728.4
212050_at	493.4	447.1	675.2	702.9
212051_at	289.6	253.4	249.2	289.7
212052_s_at	1163.9	1003.7	1439.2	878.9
212053_at	1662.8	1120.1	1535.9	1648.7
212054_x_at	825.7	708.2	765.2	793.1
212055_at	341.4	324.6	166.7	186.1
212056_at	887.7	926.1	864.9	1034.6
212057_at	1621.2	1031.6	1700.5	1458.7
212058_at	602	520.8	611.2	594.8
212059_s_at	450.2	430	483.4	379.5
212060_at	103.7	254.7	23.1	137.6
212061_at	146.7	219.4	349.8	205.4
212062_at	164.4	321.7	130.1	435.1
212063_at	436.1	339.7	293.8	532.1
212064_x_at	920.7	1279.2	877.6	901.7
212065_s_at	181.6	284.5	118.9	98.8
212066_s_at	1493.6	1399.4	1316.7	846.6
212067_s_at	396.9	300.1	303.7	619.7
212068_s_at	245.8	140.2	123.2	111.2
212069_s_at	273.6	292.7	148.8	238.1
212070_at	450.6	187.8	405.5	426.2
212071_s_at	2309.5	2347.7	2126.7	4016.2
212072_s_at	764.4	723.7	622.8	860.8
212073_at	698.8	526	541.6	290.1
212074_at	2144.7	2778.4	2640.4	1970
212075_s_at	1020.9	509.6	993.6	941.1
212076_at	438.5	438.7	489.5	429.4
212077_at	833.6	978.7	530.5	1724
212078_s_at	375.4	344.1	544.1	450.5
212079_s_at	46.7	46.4	120	221.7
212080_at	230.6	478.8	362.6	670.9
212081_x_at	440	633.6	519.7	658.8
212082_s_at	3759.7	3652.7	2511.5	5283.1
212083_at	1786	1970	1568.1	1427.5
212084_at	172.5	51.2	403.4	350
212085_at	908.9	1096.7	761.8	851
212086_x_at	837.8	677	1026.7	1216.1
212087_s_at	666.4	680.7	640.5	750.7
212088_at	1469.1	1193.5	1168.1	1193.2
212089_at	92	388.7	433.9	160.5
212090_at	332	641	651.7	541.8
212091_s_at	35.8	35.2	59	30.1
212092_at	31.9	33.9	129.6	109.9
212093_s_at	908.8	985.5	917	1154.7
212094_at	115.4	23.2	75.6	143.8
212095_s_at	2226.2	703.8	1576.7	1582.8
212096_s_at	4239.4	5156.9	3922	4804.2
212097_at	1906	2174.1	1592.2	2887.9
212098_at	482.8	498	596	474.1
212099_at	858.1	961.5	761	1561.9
212100_s_at	838	703.7	959.6	739.6
212101_at	160	63.9	111.5	214.2
212102_s_at	344.8	209.6	310.7	311.7
212103_at	601.1	573.7	423.8	374.8
212104_s_at	2257.2	1213.2	1181.9	923.5
212105_s_at	52.9	61.2	122.9	111.7
